Country Name,Country Code,Time,Time Code,"Completion rate, lower secondary education, adjusted gender parity index (GPIA) [UIS.CR.2.GPIA]","Completion rate, lower secondary education, adjusted location parity index (LPIA) [UIS.CR.2.LPIA]","Completion rate, lower secondary education, adjusted wealth parity index (WPIA) [UIS.CR.2.WPIA]","Completion rate, lower secondary education, both sexes (%) [UIS.CR.2]","Enrolment in lower secondary education, both sexes (number) [UIS.E.2]","Enrolment in secondary education, both sexes (number) [SE.SEC.ENRL]","Gross enrolment ratio, lower secondary, both sexes (%) [SE.SEC.ENRR.LO]","Gross enrolment ratio, primary and lower secondary, both sexes (%) [UIS.GER.12]","School life expectancy, primary and secondary, both sexes (years) [UIS.SLE.123]","School life expectancy, primary and lower secondary, gender parity index (GPI) [UIS.SLE.1T2.GPI]","School life expectancy, primary and lower secondary, both sexes (years) [UIS.SLE.12]","School life expectancy, secondary, both sexes (years) [UIS.SLE.23]","Gross enrolment ratio, secondary, both sexes (%) [SE.SEC.ENRR]","Completion rate, upper secondary education, adjusted gender parity index (GPIA) [UIS.CR.3.GPIA]","Completion rate, upper secondary education, adjusted location parity index (LPIA) [UIS.CR.3.LPIA]","Completion rate, upper secondary education, adjusted wealth parity index (WPIA) [UIS.CR.3.WPIA]","Completion rate, upper secondary education, both sexes (%) [UIS.CR.3]"
Spain,ESP,1999,YR1999,..,..,..,..,1898459,3299469,97.80971,101.58065,12.55899,0.9942,10.17019,6.30119,107.8069,..,..,..,..
Sri Lanka,LKA,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,1999,YR1999,..,..,..,..,7432,11847,73.01307,95.1301,10.92599,1.01621,9.5031,3.61328,71.19164,..,..,..,..
St. Martin (French part),MAF,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,1999,YR1999,..,..,..,..,28807,..,77.02406,94.20969,..,..,9.36426,..,..,..,..,..,..
Sweden,SWE,1999,YR1999,..,..,..,..,345823,946209,112.76126,110.77709,15.45633,1.03798,9.95743,8.88174,156.55137,..,..,..,..
Switzerland,CHE,1999,YR1999,..,..,..,..,275513,544433,111.54689,107.75331,13.01137,1.00669,9.69103,6.66675,95.8524,..,..,..,..
Syrian Arab Republic,SYR,1999,YR1999,..,..,..,..,765188,1029769,61.99875,91.80477,8.90929,0.90915,8.22428,2.54489,43.00159,..,..,..,..
Tajikistan,TJK,1999,YR1999,..,..,..,..,659050,768903,83.84135,89.57797,8.74118,0.92676,8.02458,4.90866,73.17721,..,..,..,..
Tanzania,TZA,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Thailand,THA,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,1999,YR1999,..,..,..,..,182084,231948,38.86697,91.15793,9.63887,0.68687,9.07441,2.11914,29.47835,..,..,..,..
Tonga,TON,1999,YR1999,..,..,..,..,10261,14710,112.37542,111.80289,13.34032,1.00606,11.29592,6.441,105.44047,..,..,..,..
Trinidad and Tobago,TTO,1999,YR1999,..,..,..,..,70979,..,81.6874,95.44261,..,1.01405,9.62335,..,..,..,..,..,..
Tunisia,TUN,1999,YR1999,..,..,..,..,616008,1058877,95.32112,107.84963,11.90031,0.97123,9.70496,5.05498,72.21406,..,..,..,..
Turkey,TUR,1999,YR1999,..,..,..,..,2997889,5522936,77.83943,93.77893,9.47882,0.85267,7.50393,4.31007,71.69437,..,..,..,..
Turkmenistan,TKM,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,1999,YR1999,..,..,..,..,690,1114,74.75623,85.96851,9.14541,1.02177,7.77108,3.61702,72.29072,..,..,..,..
Tuvalu,TUV,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,1999,YR1999,..,..,..,..,..,..,..,93.1094,..,..,9.57143,..,..,..,..,..,..
Ukraine,UKR,1999,YR1999,..,..,..,..,3749834,5214106,102.25285,106.1656,10.44708,1.00424,8.51982,7.03989,100.2442,..,..,..,..
United Arab Emirates,ARE,1999,YR1999,..,..,..,..,118329,..,91.6945,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,1999,YR1999,..,..,..,..,2250366,5202387,99.33216,100.2295,13.13931,0.99923,9.01992,7.09936,101.16221,..,..,..,..
United States,USA,1999,YR1999,..,..,..,..,..,..,103.33653,102.38901,11.79227,..,9.22688,5.66549,94.39196,..,..,..,..
Uruguay,URY,1999,YR1999,..,..,..,..,162133,283838,103.80033,108.88742,12.26821,1.01089,9.85691,5.52531,92.08852,..,..,..,..
Uzbekistan,UZB,1999,YR1999,..,..,..,..,2441315,3410955,84.23245,91.30212,10.05619,1.00529,8.18013,6.08768,86.96693,..,..,..,..
Vanuatu,VUT,1999,YR1999,..,..,..,..,7386,8989,41.92779,89.30154,9.25481,0.9605,8.85227,2.07965,30.29762,..,..,..,..
"Venezuela, RB",VEN,1999,YR1999,..,..,..,..,1038328,1439122,67.73212,89.54663,8.92506,1.02596,8.09006,2.89465,57.49821,..,..,..,..
Vietnam,VNM,1999,YR1999,..,..,..,..,5564921,..,79.73137,98.00078,..,0.93291,8.83697,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,1999,YR1999,..,..,..,..,378593,444401,83.3942,89.30554,9.90033,1.01349,8.8545,6.04949,76.32386,..,..,..,..
"Yemen, Rep.",YEM,1999,YR1999,..,..,..,..,656347,1041816,50.44997,66.07483,7.31265,0.49771,6.1883,2.73775,43.0725,..,..,..,..
Zambia,ZMB,1999,YR1999,0.83709,0.38811,0.16748,35.07,127897,..,25.65328,68.21571,..,0.90032,6.15801,..,..,0.50456,0.21554,0.05292,15.17
Zimbabwe,ZWE,1999,YR1999,..,..,..,..,443800,834880,68.88876,96.93535,10.09025,0.96569,8.73174,2.73629,45.42811,..,..,..,..
Afghanistan,AFG,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,2000,YR2000,0.99978,0.95408,0.93444,92.87,260718,365664,95.48221,99.82951,9.81265,0.99053,7.97463,5.6573,71.07808,0.99209,0.53636,0.5026,46.58
Algeria,DZA,2000,YR2000,..,..,..,..,2060130,2994258,88.21512,99.46186,10.21806,0.91622,8.9575,3.90702,65.11698,..,..,..,..
American Samoa,ASM,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,2000,YR2000,..,..,..,..,269523,354984,15.46772,..,..,..,..,0.85864,12.26628,..,..,..,..
Antigua and Barbuda,ATG,2000,YR2000,..,..,..,..,3288,5276,80.7664,114.2447,12.92808,..,11.35471,3.99636,79.66178,..,..,..,..
Argentina,ARG,2000,YR2000,..,..,..,..,2410422,3829421,118.42684,116.58101,12.83759,0.99709,10.65247,5.83157,95.93661,..,..,..,..
Armenia,ARM,2000,YR2000,1.0098,0.98047,..,98.49,307770,409423,94.82012,96.20465,9.41055,1.06046,7.70092,6.45064,92.15199,1.10349,0.82407,..,85.05
Aruba,ABW,2000,YR2000,..,..,..,..,3059,6178,117.38296,112.35525,11.65261,0.9726,9.08357,4.95204,96.51617,..,..,..,..
Australia,AUS,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,2000,YR2000,..,..,..,..,380589,748659,102.23275,102.95851,12.04215,0.99313,8.24829,7.88318,98.69606,..,..,..,..
Azerbaijan,AZE,2000,YR2000,0.96433,0.90848,0.80909,87.76,720976,..,77.88433,86.33993,..,0.97291,7.77834,..,..,0.93175,0.76409,0.57581,64.4
"Bahamas, The",BHS,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,2000,YR2000,..,..,..,..,34169,61058,107.12629,105.61644,12.18375,1.00536,9.56298,5.84326,97.56947,..,..,..,..
Bangladesh,BGD,2000,YR2000,0.87694,0.71194,..,38.46,6131503,10329065,67.14447,..,..,..,..,3.44246,49.76399,0.71497,0.27623,..,10.54
Barbados,BRB,2000,YR2000,..,..,..,..,11975,21016,98.81994,100.04392,11.21373,0.97955,8.99925,5.17489,103.62408,..,..,..,..
Belarus,BLR,2000,YR2000,..,..,..,..,786336,..,98.17211,104.34368,..,0.99077,9.45728,..,..,..,..,..,..
Belgium,BEL,2000,YR2000,..,..,..,..,372479,1057536,153.03667,116.78817,14.62478,1.0259,9.21768,8.33209,144.87628,..,..,..,..
Belize,BLZ,2000,YR2000,..,..,..,..,18291,23235,79.57452,102.35777,11.15824,0.96681,10.23509,4.10614,67.98631,..,..,..,..
Benin,BEN,2000,YR2000,..,..,..,..,183180,229228,29.02363,63.35236,6.54461,0.64218,6.1127,1.59285,21.83777,..,..,..,..
Bermuda,BMU,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,2000,YR2000,..,..,..,..,23301,25241,40.20949,63.89138,7.33986,0.85723,7.2014,1.87645,30.02343,..,..,..,..
Bolivia,BOL,2000,YR2000,0.90822,0.5078,0.36,72.49,338922,800107,88.47983,111.18693,11.61511,0.97157,8.98625,4.43553,72.90833,0.92012,0.20419,0.15302,44.66
Bosnia and Herzegovina,BIH,2000,YR2000,1.00164,0.97704,..,97.48,..,..,..,..,..,..,..,..,..,1.0333,0.60731,..,51.97
Botswana,BWA,2000,YR2000,..,..,..,..,114428,163001,93.63457,105.49336,11.89164,1.01617,10.63951,4.09203,80.41093,..,..,..,..
Brazil,BRA,2000,YR2000,..,..,..,..,16935086,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,2000,YR2000,..,..,..,..,1081,1513,113.43127,110.27397,12.74458,0.99399,11.24579,5.03971,98.75979,..,..,..,..
Brunei Darussalam,BRN,2000,YR2000,..,..,..,..,20283,35209,106.95528,109.16537,12.53636,0.94714,9.81957,5.92545,84.64923,..,..,..,..
Bulgaria,BGR,2000,YR2000,..,..,..,..,367055,696073,86.09383,94.27231,10.60944,0.95553,7.57208,6.48111,92.78796,..,..,..,..
Burkina Faso,BFA,2000,YR2000,..,..,..,..,151771,189689,13.90875,33.64212,3.43695,0.70791,3.26373,0.72957,10.42248,..,..,..,..
Burundi,BDI,2000,YR2000,0.6048,0.21917,0.28975,5.95122,..,..,..,..,..,..,..,..,..,0.74307,0.10127,0.07678,2.93367
Cabo Verde,CPV,2000,YR2000,..,..,..,..,..,44715,..,..,11.43716,..,..,4.11643,68.67609,..,..,..,..
Cambodia,KHM,2000,YR2000,0.52939,0.31292,..,17.39,234813,351357,22.55633,78.95311,7.47081,0.84138,7.08025,1.06512,17.28545,0.44276,0.12428,..,4.36
Cameroon,CMR,2000,YR2000,0.92928,0.25427,0.05443,22.44,..,699669,..,..,7.04255,..,..,1.93028,27.57544,0.62162,0.29069,0,6.77
Canada,CAN,2000,YR2000,..,..,..,..,1209336,2519080,98.46089,100.00873,12.16259,1.00011,9.00102,6.11539,101.92313,..,..,..,..
Cayman Islands,CYM,2000,YR2000,..,..,..,..,1237,2342,96.86766,101.19125,11.82086,0.9968,9.02947,5.6844,95.16457,..,..,..,..
Central African Republic,CAF,2000,YR2000,0.52622,0.12249,0.0824,7.98,..,..,..,..,..,..,..,..,..,0.41864,0.01284,0,4.12
Chad,TCD,2000,YR2000,0.25212,0.0396,0.04131,10.1,97603,137269,12.64186,45.81841,4.80398,0.5578,4.5289,0.83364,10.76674,0.21057,0.02108,0.04015,5.4
Channel Islands,CHI,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,2000,YR2000,1.0396,0.85899,0.83212,90.29,557079,1391283,99.10339,102.0612,11.3855,0.97946,8.1774,5.19017,85.52158,1.03958,0.55026,0.41455,65.13
China,CHN,2000,YR2000,..,..,..,..,58232279,81487960,77.81475,..,..,..,..,3.83193,60.2599,..,..,..,..
Colombia,COL,2000,YR2000,1.13898,0.39912,..,57.46,2637176,3568889,80.27149,102.60586,10.4203,1.0269,9.24597,4.3852,73.0866,1.18169,0.29747,..,50.06
Comoros,COM,2000,YR2000,0.66727,0.51106,0.54151,17.8,20157,..,37.92046,79.04432,..,0.85132,8.00072,..,..,0.46182,0.62603,0.19377,5.32
"Congo, Dem. Rep.",COD,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,2000,YR2000,..,..,..,..,133980,..,46.69659,71.67505,..,0.86541,7.05646,..,..,..,..,..,..
Costa Rica,CRI,2000,YR2000,1.16797,0.53682,0.36015,44.5,185063,255643,73.4899,97.26121,9.69801,0.98681,8.78783,3.15799,62.0568,1.16726,0.46575,0.17884,36.24
Cote d'Ivoire,CIV,2000,YR2000,0.48777,0.18263,0.06643,17.62,..,..,..,..,..,..,..,..,..,0.31002,0.13233,0.02912,3.76
Croatia,HRV,2000,YR2000,..,..,..,..,214384,410407,91.09737,92.95698,10.70852,0.99168,7.49812,6.87122,85.52605,..,..,..,..
Cuba,CUB,2000,YR2000,..,..,..,..,506285,789927,99.80464,101.69729,11.08472,0.96291,9.19144,4.92408,82.75083,..,..,..,..
Curacao,CUW,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,2000,YR2000,..,..,..,..,32745,63677,98.03892,97.17022,11.42569,0.99698,8.74719,5.61966,93.37214,..,..,..,..
Czech Republic,CZE,2000,YR2000,..,..,..,..,524902,957763,100.25575,101.93073,12.17264,1.00328,9.12843,7.05444,88.31745,..,..,..,..
Denmark,DNK,2000,YR2000,..,..,..,..,206983,426149,123.67457,108.24479,13.32631,1.00601,9.80683,7.22972,126.98766,..,..,..,..
Djibouti,DJI,2000,YR2000,..,..,..,..,12063,15812,17.55767,26.98578,2.95842,0.71745,2.67757,0.98316,14.04512,..,..,..,..
Dominica,DMA,2000,YR2000,..,..,..,..,5454,7429,138.39127,120.77112,13.66225,1.04639,12.17032,5.64367,111.51306,..,..,..,..
Dominican Republic,DOM,2000,YR2000,1.16695,0.62219,0.43282,64.35,246261,653558,65.76044,103.75728,10.66451,0.98831,8.40106,3.61199,60.05714,1.34848,0.49053,0.34654,39.15
Ecuador,ECU,2000,YR2000,1.00975,0.48137,0.74289,57.15,523277,917245,64.24337,96.3017,10.22588,0.99304,8.67231,3.50355,57.70923,1.08453,0.36177,0.50567,46.08
"Egypt, Arab Rep.",EGY,2000,YR2000,0.89496,0.75867,..,66.83,4779892,8028170,94.07371,93.91595,9.62777,0.93027,7.51072,4.93926,81.98578,0.86714,0.71994,..,57.81
El Salvador,SLV,2000,YR2000,0.99907,0.4871,0.29622,53.75,270859,420959,72.34501,99.93193,10.44966,0.94166,9.06447,3.55554,58.32695,1.00635,0.30853,0.15509,39.23
Equatorial Guinea,GNQ,2000,YR2000,0.53284,0.19419,0.21447,17.58,18727,20705,36.21683,74.96053,6.9849,0.73301,6.78939,1.64419,23.48837,0.30833,0.1727,0.12476,5.43
Eritrea,ERI,2000,YR2000,..,..,..,..,74317,135209,52.04089,72.37935,6.3887,0.81821,5.15296,2.27656,34.55468,..,..,..,..
Estonia,EST,2000,YR2000,..,..,..,..,61283,116886,96.36449,100.67813,11.81522,0.99893,9.08356,5.62259,93.82781,..,..,..,..
Eswatini,SWZ,2000,YR2000,..,..,..,..,43651,60253,52.56433,90.65884,9.80396,0.95435,9.1359,2.28443,43.83822,..,..,..,..
Ethiopia,ETH,2000,YR2000,0.62627,0.05999,0,6.56303,982625,1194701,16.09756,40.67762,4.24492,0.65188,4.08621,0.83329,13.53887,0.88515,0.06941,0,4.87441
Faroe Islands,FRO,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2000,YR2000,..,..,..,..,66088,97840,92.8711,98.21708,11.58723,1.01332,9.81375,5.48833,78.35098,..,..,..,..
Finland,FIN,2000,YR2000,..,..,..,..,198025,494095,101.08371,101.20513,13.61717,0.99832,9.10767,7.54201,124.57893,..,..,..,..
France,FRA,2000,YR2000,..,..,..,..,3303961,5928745,102.75166,101.48294,12.37873,0.99223,9.12506,7.36374,105.59022,..,..,..,..
French Polynesia,PYF,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,2000,YR2000,0.80031,0.20418,..,22.9,..,..,..,..,..,..,..,..,..,0.75544,0.27529,..,6.85
"Gambia, The",GMB,2000,YR2000,0.58412,0.36659,0.10479,33.82,38418,..,44.17538,69.94429,..,0.83212,6.33202,..,..,0.44659,0.42517,0.01666,17.96
Georgia,GEO,2000,YR2000,..,..,..,..,345754,443643,95.52033,104.82882,10.78046,1.03406,9.44822,6.10826,87.20838,..,..,..,..
Germany,DEU,2000,YR2000,..,..,..,..,5560251,8307277,99.08553,101.46712,13.12941,0.99619,10.08078,8.99376,99.93066,..,..,..,..
Ghana,GHA,2000,YR2000,..,..,..,..,833019,1056616,60.63387,76.02803,7.59118,0.9084,6.934,2.4762,35.1286,..,..,..,..
Gibraltar,GIB,2000,YR2000,..,..,..,..,741,1471,97.24409,90.66239,9.02513,0.97957,7.27171,3.6983,92.45757,..,..,..,..
Greece,GRC,2000,YR2000,..,..,..,..,366456,738744,94.67264,96.5223,11.15694,0.99402,8.69307,5.30404,87.81149,..,..,..,..
Greenland,GRL,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,2000,YR2000,0.85305,0.20753,0.05839,28.63,343033,503884,40.23947,81.43859,7.92645,0.88723,7.31009,1.86013,30.38552,0.98391,0.16278,0.06656,19.71
Guinea,GIN,2000,YR2000,..,..,..,..,160973,..,21.41236,45.10277,..,0.59118,4.48339,..,..,..,..,..,..
Guinea-Bissau,GNB,2000,YR2000,0.41996,0.04997,0.03758,7.08,19872,25780,22.54902,59.2959,5.73491,0.64054,5.49285,0.99935,18.0878,0.37272,0.04262,0.03394,5.31
Guyana,GUY,2000,YR2000,1.10712,0.80348,0.55395,77.8,..,..,..,..,..,..,..,..,..,1.21557,0.68644,0.33522,42.54
Haiti,HTI,2000,YR2000,1.03782,0.16188,..,23.1,..,..,..,..,..,..,..,..,..,0.38202,0.06134,..,5.33
Honduras,HND,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,2000,YR2000,..,..,..,..,235874,..,91.76763,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,2000,YR2000,..,..,..,..,506879,1001855,100.39693,100.75499,11.71799,0.98039,8.07138,7.66249,96.13126,..,..,..,..
Iceland,ISL,2000,YR2000,..,..,..,..,11748,32133,91.50245,99.57882,14.72897,0.99156,9.96263,7.51142,106.45706,..,..,..,..
India,IND,2000,YR2000,..,..,..,..,42065198,71030515,60.27802,81.80558,7.8125,0.82656,6.51511,3.10573,44.87198,..,..,..,..
Indonesia,IDN,2000,YR2000,0.8692,0.6242,..,62.62,9413228,14720390,70.3278,95.76881,9.8302,..,8.6354,3.30463,55.07712,0.8864,0.38921,..,39.81
"Iran, Islamic Rep.",IRN,2000,YR2000,..,..,..,..,5172516,9954767,91.91935,97.39767,10.33464,0.91368,7.66653,5.42569,77.50985,..,..,..,..
Iraq,IRQ,2000,YR2000,0.82445,0.34695,0.16559,25.75,838794,1224253,49.89065,82.43703,8.15834,0.77229,7.3943,2.29465,37.78888,0.85782,0.35146,0.16287,17.7
Ireland,IRL,2000,YR2000,..,..,..,..,186039,338247,99.20969,101.36352,13.52646,1.00205,11.20405,5.2987,105.12237,..,..,..,..
Isle of Man,IMN,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,2000,YR2000,..,..,..,..,305200,649597,98.00962,104.18512,12.69023,0.9934,9.37965,6.25086,104.16218,..,..,..,..
Italy,ITA,2000,YR2000,..,..,..,..,1813716,4404331,107.08647,105.12177,12.63447,0.99924,8.40689,7.44017,93.05417,..,..,..,..
Jamaica,JAM,2000,YR2000,..,..,..,..,149604,228764,91.77878,94.60714,10.04829,0.99313,8.51881,4.28285,85.28746,..,..,..,..
Japan,JPN,2000,YR2000,..,..,..,..,4264318,8782114,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,2000,YR2000,..,..,..,..,417949,583535,87.62438,91.89913,10.57487,1.01723,9.14795,4.9319,82.23077,..,..,..,..
Kazakhstan,KAZ,2000,YR2000,..,..,..,..,1443032,1994493,92.05335,94.22352,10.39889,1.02729,8.51601,6.48554,93.70328,..,..,..,..
Kenya,KEN,2000,YR2000,1.15669,0.52225,0.31014,44.41,1140697,1908703,65.9719,86.58939,8.0551,0.98018,7.01738,2.35716,38.78357,0.8496,0.48735,0.13341,24.66
Kiribati,KIR,2000,YR2000,..,..,..,..,2702,7486,43.73584,88.67208,10.38837,1.03466,7.88883,3.81161,63.52682,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,2000,YR2000,..,..,..,..,1871021,3958702,100.06739,100.4469,11.79787,1.01994,9.05477,5.74512,95.95925,..,..,..,..
Kosovo,XKX,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,2000,YR2000,..,..,..,..,134441,239997,101.08422,99.81754,11.23159,0.95615,7.97856,7.2964,91.08806,..,..,..,..
Kyrgyz Republic,KGZ,2000,YR2000,..,..,..,..,479479,659451,83.55229,89.39627,9.76678,1.01019,8.04031,5.90408,84.75101,..,..,..,..
Lao PDR,LAO,2000,YR2000,0.81404,0.28177,0.20693,27.91,183688,264586,44.76548,85.4779,7.73615,0.80784,7.02044,2.1571,34.1422,0.56931,0.15742,0.22583,11.89
Latvia,LVA,2000,YR2000,..,..,..,..,164893,266498,87.38183,93.29242,11.24484,0.98296,8.40881,7.20512,90.06597,..,..,..,..
Lebanon,LBN,2000,YR2000,..,..,..,..,270346,400699,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,2000,YR2000,..,..,..,..,55922,74313,35.01077,87.12,9.17729,1.05541,8.74322,1.4844,28.28289,..,..,..,..
Liberia,LBR,2000,YR2000,..,..,..,..,77150,135509,39.65521,92.3002,9.5218,0.7207,8.55522,2.15624,35.93726,..,..,..,..
Libya,LBY,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,2000,YR2000,..,..,..,..,322885,421120,96.70661,99.20335,11.88385,0.98372,9.93737,7.74887,96.91569,..,..,..,..
Luxembourg,LUX,2000,YR2000,..,..,..,..,15903,32996,107.03325,102.30802,12.8116,1.01773,9.2336,6.78899,97.06419,..,..,..,..
"Macao SAR, China",MAC,2000,YR2000,..,..,..,..,23515,35367,102.44848,103.52358,11.42501,0.96664,9.48786,5.21245,83.08939,..,..,..,..
Madagascar,MDG,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,2000,YR2000,0.78488,0.2474,..,15.95,420047,486786,38.56147,103.16952,10.26087,0.91359,9.92084,1.88249,31.28883,0.75826,0.13525,..,9.25
Malaysia,MYS,2000,YR2000,..,..,..,..,1348967,2205426,92.49941,96.68679,10.53552,1.01405,8.69429,4.61621,77.41474,..,..,..,..
Maldives,MDV,2000,YR2000,..,..,..,..,18915,20010,78.09661,113.25427,11.73836,1.01579,11.3902,2.69106,51.29454,..,..,..,..
Mali,MLI,2000,YR2000,..,..,..,..,167081,257833,21.70647,46.84301,4.51848,0.71696,4.12246,1.04722,17.45372,..,..,..,..
Malta,MLT,2000,YR2000,..,..,..,..,28901,36074,100.47629,103.82681,12.60698,0.98871,11.39359,6.2372,89.18391,..,..,..,..
Marshall Islands,MHL,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,2000,YR2000,..,..,..,..,41253,65606,21.41667,63.90243,6.23749,0.94391,5.81154,1.06845,17.80749,..,..,..,..
Mauritius,MUS,2000,YR2000,..,..,..,..,51420,105432,88.88966,99.71739,11.68821,0.99119,9.00455,5.34653,76.81693,..,..,..,..
Mexico,MEX,2000,YR2000,0.99303,0.61711,0.52586,67.16,6201257,9094103,95.68102,104.68847,10.9632,0.98826,9.4253,4.40834,71.76503,1.03142,0.26044,0.14531,32.63
"Micronesia, Fed. Sts.",FSM,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,2000,YR2000,1.03462,0.92302,0.79169,89.45,332041,413910,90.60771,94.96204,9.74818,1.00096,8.58675,5.69181,81.59142,1.11555,0.66014,0.35229,37.95
Monaco,MCO,2000,YR2000,..,..,..,..,1600,2929,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,2000,YR2000,1.27074,0.55271,0.33409,52,179307,225848,74.2217,86.98015,7.8129,1.08541,6.93952,3.82785,65.11741,1.26306,0.45481,0.27643,52.14
Montenegro,MNE,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,2000,YR2000,..,..,..,..,1016497,1541100,51.00851,78.89881,7.94235,0.83569,7.10032,2.37083,38.68384,..,..,..,..
Mozambique,MOZ,2000,YR2000,..,..,..,..,108263,123810,8.80233,58.03063,5.93397,0.73037,5.88946,0.33272,6.19735,..,..,..,..
Myanmar,MMR,2000,YR2000,1.13141,0.35616,0.16065,25.94,1640301,2268402,40.24782,71.96387,7.10712,0.98085,6.49976,2.21207,36.87453,1.19437,0.2425,0.03342,6.46
Namibia,NAM,2000,YR2000,1.11908,0.30343,..,34.75,100540,124196,77.79446,104.36748,11.2505,1.00621,10.63334,3.06318,59.33733,1.19448,0.30426,..,23.11
Nauru,NRU,2000,YR2000,..,..,..,..,..,662,..,..,9.54889,..,..,2.95097,49.18276,..,..,..,..
Nepal,NPL,2000,YR2000,..,..,..,..,915649,1348212,53.59082,96.33618,8.74982,0.75131,7.85421,2.50333,35.7619,..,..,..,..
Netherlands,NLD,2000,YR2000,..,..,..,..,755618,1379253,132.45813,115.94511,13.83759,0.96694,10.46622,7.34511,122.41854,..,..,..,..
New Caledonia,NCL,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,2000,YR2000,..,..,..,..,235710,443882,101.62936,100.35742,13.72711,0.99786,10.03893,7.75336,110.76227,..,..,..,..
Nicaragua,NIC,2000,YR2000,..,..,..,..,229564,333210,59.6137,89.58207,8.97691,1.04304,8.07089,2.73325,52.67501,..,..,..,..
Niger,NER,2000,YR2000,0.28478,0.04873,0,3.25,..,106182,..,..,2.43098,..,..,0.46143,6.59192,0.19217,0,0,1.32
